Batch_ID,Time_Minute,Vessel_Pressure_Bar,Retort_Env_Temp_C,Product_Core_Temp_C,Accumulated_P_Value,Commercial_Sterility_Status,Process_Deviation_Flag
2,39,1.867,100.89,83.13,0.171,1,0
2,40,1.835,101.2,84.24,0.267,1,0
2,41,1.928,101.18,85.18,0.389,1,0
2,42,1.878,101.25,86.18,0.547,1,0
2,43,1.888,101.52,87.1,0.748,1,0
2,44,1.931,101.31,87.85,0.992,1,0
2,45,1.882,101.52,88.56,1.285,1,0
2,46,1.917,101.17,89.37,1.646,1,0
2,47,1.825,101.19,90.03,2.075,1,0
2,48,1.918,101.14,90.74,2.59,1,0
2,49,1.913,101.26,91.31,3.187,1,0
2,50,1.89,101.24,91.72,3.851,1,0
2,51,1.849,101.36,92.33,4.629,1,0
2,52,1.861,101.36,92.82,5.512,1,0
2,53,1.889,101.47,93.35,6.525,1,0
2,54,1.895,101.89,93.79,7.661,1,0
2,55,1.897,101.74,94.16,8.909,1,0
2,56,1.913,101.41,94.54,10.287,1,0
2,57,1.902,100.97,94.88,11.793,1,0
2,58,1.922,101.15,95.32,13.48,1,0
2,59,1.91,101.08,95.57,15.282,1,0
2,60,1.959,101.03,95.77,17.179,1,0
2,61,1.819,101.04,96.01,19.197,1,0
2,62,1.888,101.28,96.22,21.326,1,0
2,63,1.896,101.51,96.43,23.574,1,0
2,64,1.879,101.81,96.53,25.88,1,0
2,65,1.905,101.58,96.79,28.346,1,0
2,66,1.882,101.36,96.98,30.942,1,0
2,67,1.93,101.31,97.24,33.713,1,0
2,68,1.879,101.55,97.52,36.699,1,0
2,69,1.938,101.54,97.93,40.018,1,0
2,70,1.896,101.45,98.25,43.622,1,0
2,71,1.865,101.32,98.53,47.497,1,0
2,72,1.897,100.97,98.74,51.585,1,0
2,73,1.885,101.07,98.84,55.78,1,0
2,74,1.876,101.04,98.91,60.051,1,0
2,75,1.699,90.3,98.37,63.769,1,0
2,76,1.548,80.76,97.47,66.711,1,0
2,77,1.41,73.13,96.16,68.808,1,0
2,78,1.318,66.51,94.5,70.173,1,0
2,79,1.275,61.08,92.84,71.061,1,0
2,80,1.153,56.6,90.81,71.585,1,0
2,81,1.045,52.41,88.74,71.892,1,0
2,82,1.05,48.96,86.55,72.066,1,0
2,83,1.08,46.27,84.26,72.162,1,0
2,84,1.049,44.39,81.96,72.215,1,0
2,85,1.063,42.15,79.74,72.215,1,0
2,86,1.009,40.55,77.67,72.215,1,0
2,87,0.992,39.45,75.44,72.215,1,0
2,88,1.032,38.07,73.42,72.215,1,0
2,89,1.016,37.17,71.43,72.215,1,0
3,0,1.053,26.92,26.67,0.0,1,0
3,1,1.024,27.54,26.73,0.0,1,0
3,2,0.944,28.43,26.95,0.0,1,0
3,3,0.93,30.6,27.2,0.0,1,0
3,4,1.036,32.54,27.6,0.0,1,0
3,5,1.015,35.21,27.95,0.0,1,0
3,6,1.014,38.41,28.6,0.0,1,0
3,7,1.022,42.2,29.42,0.0,1,0
3,8,0.998,45.78,30.27,0.0,1,0
3,9,1.008,50.01,31.31,0.0,1,0
3,10,1.068,53.54,32.57,0.0,1,0
3,11,1.005,57.55,34.19,0.0,1,0
3,12,1.04,61.38,35.63,0.0,1,0
3,13,1.047,66.3,37.36,0.0,1,0
3,14,0.95,70.59,39.11,0.0,1,0
3,15,1.006,75.11,41.13,0.0,1,0
3,16,0.974,79.24,43.12,0.0,1,0
3,17,1.039,82.62,45.22,0.0,1,0
3,18,1.013,85.33,47.36,0.0,1,0
3,19,0.983,87.68,49.45,0.0,1,0
3,20,1.097,89.86,51.54,0.0,1,0
3,21,1.088,91.47,53.76,0.0,1,0
3,22,1.195,92.79,55.9,0.0,1,0
3,23,1.249,94.04,57.97,0.0,1,0
3,24,1.277,95.33,60.0,0.0,1,0
3,25,1.364,96.27,61.95,0.0,1,0
3,26,1.389,96.82,63.87,0.0,1,0
3,27,1.449,97.7,65.65,0.0,1,0
3,28,1.591,98.36,67.43,0.0,1,0
3,29,1.599,98.51,69.13,0.0,1,0
3,30,1.577,98.84,70.67,0.0,1,0
3,31,1.624,98.92,72.31,0.0,1,0
3,32,1.618,99.21,73.61,0.0,1,0
3,33,1.728,99.85,75.06,0.0,1,0
3,34,1.798,100.31,76.35,0.0,1,0
3,35,1.653,100.87,77.64,0.0,1,0
3,36,1.769,100.9,78.92,0.0,1,0
3,37,1.835,100.94,80.05,0.032,1,0
3,38,1.861,101.04,81.27,0.077,1,0
3,39,1.812,100.67,82.26,0.134,1,0
3,40,1.871,101.31,83.31,0.209,1,0
3,41,1.882,100.96,84.28,0.306,1,0
3,42,1.862,101.22,85.25,0.43,1,0
3,43,1.843,101.27,85.98,0.58,1,0
3,44,1.898,101.35,86.76,0.764,1,0
3,45,1.914,101.47,87.67,0.997,1,0
3,46,1.922,101.52,88.48,1.284,1,0
3,47,1.892,101.41,89.16,1.626,1,0
3,48,1.877,101.33,89.9,2.041,1,0
3,49,1.915,101.61,90.51,2.526,1,0
3,50,1.905,101.62,91.04,3.083,1,0
3,51,1.87,101.67,91.61,3.728,1,0
3,52,1.896,101.99,92.18,4.476,1,0
3,53,1.895,102.24,92.78,5.349,1,0
3,54,1.943,101.92,93.25,6.337,1,0
3,55,1.953,101.98,93.8,7.476,1,0
3,56,1.921,102.18,94.27,8.762,1,0
3,57,1.869,102.08,94.69,10.195,1,0
3,58,1.932,101.88,95.1,11.79,1,0
3,59,1.912,101.69,95.53,13.574,1,0
3,60,2.021,101.8,95.77,15.47,1,0
3,61,1.969,101.72,96.07,17.517,1,0
3,62,1.942,101.6,96.48,19.798,1,0
3,63,1.963,101.56,96.74,22.237,1,0
3,64,1.941,101.6,97.04,24.871,1,0
3,65,1.92,101.61,97.33,27.711,1,0
3,66,1.93,101.58,97.47,30.657,1,0
3,67,1.905,101.23,97.7,33.781,1,0
3,68,1.846,101.34,97.81,37.0,1,0
3,69,1.853,101.3,97.92,40.307,1,0
3,70,1.883,101.48,98.24,43.902,1,0
3,71,1.887,101.47,98.39,47.639,1,0
3,72,1.884,101.61,98.65,51.633,1,0
3,73,1.933,101.6,98.91,55.909,1,0
3,74,1.957,101.75,99.17,60.487,1,0
3,75,1.737,91.19,98.75,64.59,1,0
3,76,1.503,82.04,97.8,67.798,1,0
3,77,1.403,74.17,96.54,70.116,1,0
3,78,1.356,67.51,94.95,71.651,1,0
3,79,1.155,61.81,93.26,72.641,1,0
3,80,1.205,57.31,91.41,73.254,1,0
3,81,1.132,52.81,89.4,73.618,1,0
3,82,1.143,48.88,87.3,73.829,1,0
3,83,1.117,45.67,85.05,73.947,1,0
3,84,0.977,43.57,82.86,74.014,1,0
3,85,1.072,41.68,80.61,74.051,1,0
3,86,1.051,39.98,78.4,74.051,1,0
3,87,1.007,38.45,76.22,74.051,1,0
3,88,0.994,36.86,74.13,74.051,1,0
3,89,0.951,35.79,72.07,74.051,1,0
4,0,1.047,25.08,25.11,0.0,1,0
4,1,0.994,25.65,25.22,0.0,1,0
4,2,0.966,27.08,25.37,0.0,1,0
4,3,1.015,29.15,25.59,0.0,1,0
4,4,0.981,31.66,26.12,0.0,1,0
4,5,0.983,34.39,26.51,0.0,1,0
4,6,1.043,37.45,27.2,0.0,1,0
4,7,1.014,40.83,27.87,0.0,1,0
4,8,1.006,44.47,28.83,0.0,1,0
4,9,1.054,48.14,30.0,0.0,1,0
4,10,1.009,52.2,31.17,0.0,1,0
4,11,1.06,56.6,32.6,0.0,1,0
4,12,0.959,61.01,34.08,0.0,1,0
4,13,1.054,65.41,35.78,0.0,1,0
4,14,1.0,69.96,37.65,0.0,1,0
4,15,0.984,74.93,39.87,0.0,1,0
4,16,1.02,78.81,42.07,0.0,1,0
4,17,0.989,82.59,44.31,0.0,1,0
4,18,1.025,85.54,46.64,0.0,1,0
4,19,1.055,88.04,48.97,0.0,1,0
4,20,1.06,90.33,51.27,0.0,1,0
4,21,1.097,92.04,53.57,0.0,1,0
4,22,1.186,93.53,55.71,0.0,1,0
4,23,1.257,94.98,57.86,0.0,1,0
4,24,1.338,95.69,59.97,0.0,1,0
4,25,1.394,96.99,61.95,0.0,1,0
4,26,1.448,97.72,64.02,0.0,1,0
4,27,1.515,98.34,65.93,0.0,1,0
4,28,1.591,98.73,67.72,0.0,1,0
4,29,1.58,98.94,69.43,0.0,1,0
4,30,1.626,99.56,70.94,0.0,1,0
4,31,1.679,99.93,72.64,0.0,1,0
4,32,1.668,100.05,74.27,0.0,1,0
4,33,1.715,99.83,75.7,0.0,1,0
4,34,1.753,99.88,77.06,0.0,1,0
4,35,1.785,100.01,78.21,0.0,1,0
4,36,1.831,100.36,79.4,0.0,1,0
4,37,1.767,100.32,80.41,0.036,1,0
4,38,1.792,100.49,81.52,0.083,1,0
4,39,1.856,100.71,82.46,0.143,1,0
4,40,1.834,100.81,83.55,0.223,1,0
4,41,1.85,101.01,84.54,0.327,1,0
4,42,1.855,101.21,85.55,0.461,1,0
4,43,1.906,101.39,86.4,0.628,1,0
4,44,1.869,101.27,87.35,0.843,1,0
4,45,1.851,101.02,88.1,1.103,1,0
4,46,1.863,101.26,88.77,1.412,1,0
4,47,1.802,100.92,89.39,1.775,1,0
4,48,1.892,100.69,90.06,2.208,1,0
4,49,1.866,100.9,90.57,2.701,1,0
4,50,1.914,100.99,91.05,3.259,1,0
4,51,1.875,101.24,91.58,3.899,1,0
4,52,1.873,101.32,91.95,4.604,1,0
4,53,1.874,101.21,92.37,5.389,1,0
4,54,1.874,101.61,92.92,6.296,1,0
4,55,1.928,101.71,93.51,7.351,1,0
4,56,1.927,101.69,93.9,8.52,1,0
4,57,1.931,101.74,94.4,9.849,1,0
4,58,1.959,101.91,94.76,11.31,1,0
4,59,1.904,101.89,95.32,12.996,1,0
4,60,1.914,102.18,95.7,14.86,1,0
4,61,1.95,101.98,96.02,16.882,1,0
4,62,1.94,102.01,96.3,19.057,1,0
4,63,1.962,102.37,96.77,21.511,1,0
4,64,1.972,102.24,97.07,24.167,1,0
4,65,1.901,101.93,97.32,26.997,1,0
4,66,1.935,101.94,97.62,30.057,1,0
4,67,1.909,102.19,97.77,33.238,1,0
4,68,2.005,102.13,98.09,36.695,1,0
4,69,1.951,101.95,98.38,40.426,1,0
4,70,1.967,101.84,98.64,44.416,1,0
4,71,1.98,101.48,98.91,48.697,1,0
4,72,1.943,101.36,99.08,53.164,1,0
4,73,1.903,101.43,99.16,57.729,1,0
4,74,1.935,101.43,99.38,62.558,1,0
4,75,1.657,90.65,98.97,66.898,1,0
4,76,1.546,81.78,97.9,70.186,1,0
4,77,1.453,73.79,96.48,72.467,1,0
4,78,1.312,67.13,94.92,73.988,1,0
4,79,1.196,61.65,93.12,74.943,1,0
4,80,1.13,57.1,91.13,75.512,1,0
4,81,1.158,52.95,89.18,75.856,1,0
4,82,1.089,49.44,86.99,76.051,1,0
4,83,1.087,46.94,84.85,76.164,1,0
4,84,1.048,44.6,82.69,76.228,1,0
4,85,1.041,42.37,80.49,76.264,1,0
4,86,1.053,40.66,78.34,76.264,1,0
4,87,0.964,39.05,76.21,76.264,1,0
4,88,1.048,37.87,74.16,76.264,1,0
4,89,1.009,36.11,72.26,76.264,1,0
5,0,0.997,28.56,28.6,0.0,1,0
5,1,0.984,29.3,28.69,0.0,1,0
5,2,1.006,30.73,28.84,0.0,1,0
5,3,1.023,32.56,29.06,0.0,1,0
5,4,0.97,35.05,29.53,0.0,1,0
5,5,1.028,37.65,29.84,0.0,1,0
5,6,0.982,40.6,30.44,0.0,1,0
5,7,1.021,43.84,31.26,0.0,1,0
5,8,1.024,47.37,32.2,0.0,1,0
5,9,0.973,51.04,33.1,0.0,1,0
5,10,1.04,54.7,34.36,0.0,1,0
5,11,1.032,59.12,35.54,0.0,1,0
5,12,0.935,63.74,37.16,0.0,1,0
5,13,0.993,68.3,38.84,0.0,1,0
5,14,1.0,72.64,40.59,0.0,1,0
5,15,1.002,77.29,42.63,0.0,1,0
5,16,0.996,80.94,44.61,0.0,1,0
5,17,0.934,83.7,46.81,0.0,1,0
5,18,1.042,86.54,49.04,0.0,1,0
5,19,1.027,88.8,51.26,0.0,1,0
5,20,1.072,90.47,53.51,0.0,1,0
5,21,1.114,91.84,55.54,0.0,1,0
5,22,1.203,93.38,57.78,0.0,1,0
5,23,1.281,94.64,59.97,0.0,1,0
5,24,1.326,95.72,61.87,0.0,1,0
5,25,1.418,96.57,63.76,0.0,1,0
5,26,1.464,97.21,65.61,0.0,1,0
5,27,1.483,97.72,67.28,0.0,1,0
5,28,1.504,98.19,69.05,0.0,1,0
5,29,1.59,98.7,70.86,0.0,1,0
5,30,1.606,99.24,72.49,0.0,1,0
5,31,1.661,99.36,73.95,0.0,1,0
5,32,1.711,99.36,75.36,0.0,1,0
5,33,1.727,99.5,76.7,0.0,1,0
5,34,1.716,99.91,78.01,0.0,1,0
5,35,1.724,99.93,79.16,0.0,1,0
5,36,1.719,100.15,80.39,0.035,1,0
5,37,1.754,100.38,81.38,0.081,1,0
5,38,1.816,100.66,82.33,0.139,1,0
5,39,1.758,100.51,83.37,0.216,1,0
5,40,1.865,100.54,84.45,0.317,1,0
5,41,1.857,100.6,85.36,0.445,1,0
5,42,1.809,100.87,86.17,0.603,1,0
5,43,1.896,101.14,87.08,0.802,1,0
5,44,1.884,100.86,87.72,1.038,1,0
5,45,1.842,100.64,88.52,1.328,1,0
5,46,1.808,100.67,89.19,1.673,1,0
5,47,1.88,100.96,89.97,2.095,1,0
5,48,1.813,100.99,90.44,2.571,1,0
5,49,1.862,100.8,91.0,3.122,1,0
5,50,1.903,101.08,91.4,3.734,1,0
5,51,1.835,101.28,91.91,4.432,1,0
5,52,1.882,101.56,92.41,5.226,1,0
5,53,1.883,101.63,92.84,6.112,1,0
5,54,1.925,101.78,93.38,7.133,1,0
5,55,1.892,101.51,93.8,8.272,1,0
5,56,1.912,101.59,94.25,9.551,1,0
5,57,1.907,102.07,94.65,10.97,1,0
5,58,1.885,101.76,94.91,12.489,1,0
5,59,1.921,101.57,95.38,14.202,1,0
5,60,1.931,101.6,95.71,16.067,1,0
5,61,1.961,101.87,95.88,18.018,1,0
5,62,1.983,101.31,96.18,20.125,1,0
5,63,1.975,101.47,96.49,22.412,1,0
5,64,1.928,101.34,96.79,24.882,1,0
5,65,1.89,101.26,97.0,27.488,1,0
5,66,1.907,101.31,97.27,30.287,1,0
5,67,1.898,101.48,97.35,33.139,1,0
5,68,1.911,101.28,97.58,36.17,1,0
5,69,1.93,101.29,97.82,39.398,1,0
5,70,1.852,101.31,97.93,42.714,1,0
5,71,1.87,101.34,98.13,46.21,1,0
5,72,1.853,101.51,98.28,49.841,1,0
5,73,1.849,101.76,98.56,53.746,1,0
5,74,1.961,101.61,98.68,57.771,1,0
5,75,1.767,90.85,98.13,61.267,1,0
5,76,1.532,81.48,97.21,64.02,1,0
5,77,1.462,73.64,96.01,66.037,1,0
5,78,1.29,66.84,94.48,67.395,1,0
5,79,1.203,61.17,92.72,68.254,1,0
5,80,1.163,56.59,90.82,68.78,1,0
5,81,1.172,52.87,88.66,69.081,1,0
5,82,1.087,49.05,86.73,69.264,1,0
5,83,1.043,45.96,84.51,69.366,1,0
5,84,1.026,43.64,82.4,69.426,1,0
5,85,1.073,41.71,80.08,69.458,1,0
5,86,1.028,40.04,78.0,69.458,1,0
5,87,0.984,38.45,75.92,69.458,1,0
5,88,1.006,36.83,73.8,69.458,1,0
5,89,1.029,35.92,71.84,69.458,1,0
6,0,0.997,29.0,29.01,0.0,1,0
6,1,1.015,29.77,29.1,0.0,1,0
6,2,0.955,30.62,29.17,0.0,1,0
6,3,1.029,32.5,29.34,0.0,1,0
6,4,1.024,34.88,29.66,0.0,1,0
6,5,1.003,37.87,30.09,0.0,1,0
6,6,0.977,40.9,30.63,0.0,1,0
6,7,0.947,43.74,31.25,0.0,1,0
6,8,0.996,47.58,32.15,0.0,1,0
6,9,0.975,51.18,33.17,0.0,1,0
6,10,0.974,55.14,34.38,0.0,1,0
6,11,0.998,59.02,35.78,0.0,1,0
6,12,0.97,63.06,37.22,0.0,1,0
6,13,0.999,67.36,38.91,0.0,1,0
6,14,1.007,72.23,40.74,0.0,1,0
6,15,0.977,76.44,42.64,0.0,1,0
6,16,0.985,79.77,44.72,0.0,1,0
6,17,1.015,82.87,46.79,0.0,1,0
6,18,1.022,85.6,48.88,0.0,1,0
6,19,0.969,87.92,51.01,0.0,1,0
6,20,1.017,89.71,53.14,0.0,1,0
6,21,1.096,91.52,55.2,0.0,1,0
6,22,1.217,92.85,57.3,0.0,1,0
6,23,1.208,94.21,59.31,0.0,1,0
6,24,1.259,95.06,61.24,0.0,1,0
6,25,1.369,95.67,63.16,0.0,1,0
6,26,1.426,96.38,64.97,0.0,1,0
6,27,1.441,97.19,66.61,0.0,1,0
6,28,1.519,98.1,68.32,0.0,1,0
6,29,1.535,98.68,69.89,0.0,1,0
6,30,1.634,99.17,71.53,0.0,1,0
6,31,1.674,99.35,73.06,0.0,1,0
6,32,1.719,99.47,74.61,0.0,1,0
6,33,1.715,100.3,76.01,0.0,1,0
6,34,1.776,100.65,77.4,0.0,1,0
6,35,1.811,100.93,78.66,0.0,1,0
6,36,1.842,100.8,79.85,0.0,1,0
6,37,1.828,100.66,80.92,0.04,1,0
6,38,1.809,100.86,81.92,0.093,1,0
6,39,1.822,100.72,83.01,0.163,1,0
6,40,1.838,101.2,84.0,0.253,1,0
6,41,1.858,101.18,84.91,0.366,1,0
6,42,1.864,101.73,85.78,0.509,1,0
6,43,1.844,101.71,86.73,0.691,1,0
6,44,1.914,101.77,87.47,0.913,1,0
6,45,1.914,101.63,88.05,1.169,1,0
6,46,1.889,101.68,88.74,1.476,1,0
6,47,1.933,101.39,89.48,1.849,1,0
6,48,1.901,101.23,90.07,2.282,1,0
6,49,1.881,101.73,90.74,2.798,1,0
6,50,1.936,101.75,91.23,3.383,1,0
6,51,1.946,102.05,91.95,4.087,1,0
6,52,1.885,101.85,92.37,4.874,1,0
6,53,1.915,101.24,92.91,5.777,1,0
6,54,1.918,101.46,93.48,6.825,1,0
6,55,1.904,101.49,93.88,7.987,1,0
6,56,1.906,101.64,94.28,9.276,1,0
6,57,1.896,101.62,94.75,10.731,1,0
6,58,1.951,101.59,95.14,12.339,1,0
6,59,1.901,101.52,95.42,14.072,1,0
6,60,1.879,101.73,95.92,16.045,1,0
6,61,1.92,101.48,96.21,18.17,1,0
6,62,1.885,101.64,96.43,20.42,1,0
6,63,1.946,101.65,96.69,22.827,1,0
6,64,1.917,101.72,97.01,25.439,1,0
6,65,1.949,102.16,97.22,28.198,1,0
6,66,1.913,101.81,97.38,31.074,1,0
6,67,1.92,102.09,97.65,34.162,1,0
6,68,1.927,102.07,97.89,37.449,1,0
6,69,1.944,101.71,98.21,41.02,1,0
6,70,1.959,102.11,98.5,44.865,1,0
6,71,1.936,101.93,98.6,48.808,1,0
6,72,1.986,101.64,98.81,52.979,1,0
6,73,1.911,101.57,99.04,57.398,1,0
6,74,1.862,101.5,99.1,61.895,1,0
6,75,1.782,90.77,98.67,65.909,1,0
6,76,1.534,81.81,97.82,69.135,1,0
6,77,1.433,74.13,96.67,71.531,1,0
6,78,1.308,67.88,95.28,73.202,1,0
6,79,1.192,62.06,93.43,74.237,1,0
6,80,1.112,57.14,91.57,74.877,1,0
6,81,1.107,52.86,89.48,75.249,1,0
6,82,1.092,49.33,87.28,75.459,1,0
6,83,1.103,46.28,85.0,75.575,1,0
6,84,0.974,44.05,82.69,75.639,1,0
6,85,1.049,42.16,80.4,75.675,1,0
6,86,1.108,40.02,78.33,75.675,1,0
6,87,1.014,38.55,76.18,75.675,1,0
6,88,1.048,37.43,74.14,75.675,1,0
6,89,0.997,36.19,72.12,75.675,1,0
7,0,1.017,27.37,27.36,0.0,1,0
7,1,0.989,28.15,27.42,0.0,1,0
7,2,1.005,29.55,27.51,0.0,1,0
7,3,1.034,31.68,27.65,0.0,1,0
7,4,0.936,34.24,27.99,0.0,1,0
7,5,0.999,36.77,28.57,0.0,1,0
7,6,1.025,39.59,29.12,0.0,1,0
7,7,0.989,43.03,29.84,0.0,1,0
7,8,1.048,46.52,30.66,0.0,1,0
7,9,1.046,50.24,31.81,0.0,1,0
7,10,1.012,54.41,32.99,0.0,1,0
7,11,1.01,58.5,34.28,0.0,1,0
7,12,0.986,62.48,35.89,0.0,1,0
7,13,0.992,66.89,37.57,0.0,1,0
7,14,1.026,71.45,39.35,0.0,1,0
7,15,1.058,75.69,41.3,0.0,1,0
7,16,1.015,79.36,43.29,0.0,1,0
7,17,1.015,82.72,45.43,0.0,1,0
7,18,1.012,85.66,47.67,0.0,1,0
7,19,1.077,87.99,49.89,0.0,1,0
7,20,1.093,89.99,51.96,0.0,1,0
7,21,1.138,91.69,53.91,0.0,1,0
7,22,1.182,93.06,56.0,0.0,1,0
7,23,1.223,94.36,58.11,0.0,1,0
7,24,1.324,95.53,60.1,0.0,1,0
7,25,1.4,96.55,61.97,0.0,1,0
7,26,1.438,97.19,63.93,0.0,1,0
7,27,1.478,98.2,65.74,0.0,1,0
7,28,1.567,98.69,67.48,0.0,1,0
7,29,1.554,98.79,69.08,0.0,1,0
7,30,1.626,99.39,70.84,0.0,1,0
7,31,1.701,99.67,72.39,0.0,1,0
7,32,1.724,99.76,73.87,0.0,1,0
7,33,1.753,100.12,75.29,0.0,1,0
7,34,1.719,99.79,76.66,0.0,1,0
